URL,Abstract
https://pubmed.ncbi.nlm.nih.gov/37182534,"Background:An urgent need exists for antibiotics to treat infections caused by carbapenem-resistant Acinetobacter baumannii-calcoaceticus complex (ABC). Sulbactam-durlobactam is a β-lactam-β-lactamase inhibitor combination with activity against Acinetobacter, including multidrug-resistant strains. In a phase 3, pathogen-specific, randomised controlled trial, we compared the efficacy and safety of sulbactam-durlobactam versus colistin, both in combination with imipenem-cilastatin as background therapy, in patients with serious infections caused by carbapenem-resistant ABC.Methods:The ATTACK trial was done at 59 clinical sites in 16 countries. Adults aged 18 years or older with ABC-confirmed hospital-acquired bacterial pneumonia, ventilator-associated bacterial pneumonia, ventilated pneumonia, or bloodstream infections were randomised 1:1 using a block size of four to sulbactam-durlobactam (1·0 g of each drug in combination over 3 h every 6 h) or colistin (2·5 mg/kg over 30 min every 12 h) for 7-14 days. All patients received imipenem-cilastatin (1·0 g of each drug in combination over 1 h every 6 h) as background therapy. The primary efficacy endpoint was 28-day all-cause mortality in patients with laboratory-confirmed carbapenem-resistant ABC (the carbapenem-resistant ABC microbiologically modified intention-to-treat population). Non-inferiority was concluded if the upper bound of the 95% CI for the treatment difference was less than +20%. The primary safety endpoint was incidence of nephrotoxicity assessed using modified Risk, Injury, Failure, Loss, End-stage renal disease criteria measured by creatinine level or glomerular filtration rate through day 42. This trial is registered at ClinicalTrials.gov,NCT03894046.Findings:Between Sep 5, 2019, and July 26, 2021, 181 patients were randomly assigned to sulbactam-durlobactam or colistin (176 hospital-acquired bacterial pneumonia, ventilator-associated bacterial pneumonia, or ventilated pneumonia; and five bloodstream infections); 125 patients with laboratory-confirmed carbapenem-resistant ABC isolates were included in the primary efficacy analysis. 28-day all-cause mortality was 12 (19%) of 63 in the sulbactam-durlobactam group and 20 (32%) of 62 in the colistin group, a difference of -13·2% (95% CI -30·0 to 3·5), which met criteria for non-inferiority. Incidence of nephrotoxicity was significantly (p<0·001) lower with sulbactam-durlobactam than colistin (12 [13%] of 91 vs 32 [38%] of 85). Serious adverse events were reported in 36 (40%) of 91 patients in the sulbactam-durlobactam group and 42 (49%) of 86 patients in the colistin group. Treatment-related adverse events leading to study drug discontinuation were reported in ten (11%) of 91 patients in the sulbactam-durlobactam group and 14 (16%) of 86 patients in the colistin group.Interpretation:Our data show that sulbactam-durlobactam was non-inferior to colistin, both agents given in combination with imipenem-cilastatin, for the primary endpoint of 28-day all-cause mortality. Sulbactam-durlobactam was well tolerated and could be an effective intervention to reduce mortality from serious infections caused by carbapenem-resistant ABC, including multidrug-resistant strains.Funding:Entasis Therapeutics and Zai Lab."
https://pubmed.ncbi.nlm.nih.gov/37127047,"Background:Current supply shortages constrain yellow fever vaccination activities, particularly outbreak response. Although fractional doses of all WHO-prequalified yellow fever vaccines have been shown to be safe and immunogenic in a randomised controlled trial in adults, they have not been evaluated in a randomised controlled trial in young children (9-59 months old). We aimed to assess the immunogenicity and safety of fractional doses compared with standard doses of the WHO-prequalified 17D-213 vaccine in young children.Methods:This substudy of the YEFE phase 4 study was conducted at the Epicentre Mbarara Research Centre (Mbarara, Uganda). Eligible children were aged 9-59 months without contraindications for vaccination, without history of previous yellow fever vaccination or infection and not requiring yellow fever vaccination for travelling. Participants were randomly assigned, using block randomisation, 1:1 to standard or fractional (one-fifth) dose of yellow fever vaccine. Investigators, participants, and laboratory personnel were blinded to group allocation. Participants were followed for immunogenicity and safety at 10 days, 28 days, and 1 year after vaccination. The primary outcome was non-inferiority in seroconversion (-10 percentage point margin) 28 days after vaccination measured by 50% plaque reduction neutralisation test (PRNT50) in the per-protocol population. Safety and seroconversion at 10 days and 12-16 months after vaccination (given COVID-19 resctrictions) were secondary outcomes. This study is registered with ClinicalTrials.gov,NCT02991495.Findings:Between Feb 20, 2019, and Sept 9, 2019, 433 children were assessed, and 420 were randomly assigned to fractional dose (n=210) and to standard dose (n=210) 17D-213 vaccination. 28 days after vaccination, 202 (97%, 95% CI 95-99) of 207 participants in the fractional dose group and 191 (100%, 98-100) of 191 in the standard dose group seroconverted. The absolute difference in seroconversion between the study groups in the per-protocol population was -2 percentage points (95% CI -5 to 1). 154 (73%) of 210 participants in the fractional dose group and 168 (80%) of 210 in the standard dose group reported at least one adverse event 28 days after vaccination. At 10 days follow-up, seroconversion was lower in the fractional dose group than in the standard dose group. The most common adverse events were upper respiratory tract infections (n=221 [53%]), diarrhoea (n=68 [16%]), rhinorrhoea (n=49 [12%]), and conjunctivitis (n=28 [7%]). No difference was observed in incidence of adverse events and serious adverse events between study groups.Conclusions:Fractional doses of the 17D-213 vaccine were non-inferior to standard doses in inducing seroconversion 28 days after vaccination in children aged 9-59 months when assessed with PRNT50, but we found fewer children seroconverted at 10 days. The results support consideration of the use of fractional dose of yellow fever vaccines in WHO recommendations for outbreak response in the event of a yellow fever vaccine shortage to include children.Funding:Médecins Sans Frontières Foundation."
https://pubmed.ncbi.nlm.nih.gov/37127045,"Background:Evidence indicates that fractional doses of yellow fever vaccine are safe and sufficiently immunogenic for use during yellow fever outbreaks. However, there are no data on the generalisability of this observation to populations living with HIV. Therefore, we aimed to evaluate the immunogenicity of fractional and standard doses of yellow fever vaccine in HIV-positive adults.Methods:We conducted a randomised, double-blind, non-inferiority substudy in Kilifi, coastal Kenya to compare the immunogenicity and safety of a fractional dose (one-fifth of the standard dose) versus the standard dose of 17D-213 yellow fever vaccine among HIV-positive volunteers. HIV-positive participants aged 18-59 years, with baseline CD4+T-cell count of at least 200 cells per mL, and who were not pregnant, had no previous history of yellow fever vaccination or infection, and had no contraindication for yellow fever vaccination were recruited from the community. Participants were randomly assigned 1:1 in blocks (variable block sizes) to either a fractional dose or a standard dose of the 17D-213 yellow fever vaccine. Vaccines were administered subcutaneously by an unblinded nurse and pharmacist; all other study personnel were blinded to the vaccine allocation. The primary outcome of the study was the proportion of participants who seroconverted by the plaque reduction neutralisation test (PRNT50) 28 days after vaccination for the fractional dose versus the standard dose in the per-protocol population. Secondary outcomes were assessment of adverse events and immunogenicity during the 1-year follow-up period. Participants were considered to have seroconverted if the post-vaccination antibody titre was at least 4 times greater than the pre-vaccination titre. We set a non-inferiority margin of not less than a 17% decrease in seroconversion in the fractional dose compared with the standard dose. This study is registered with ClinicalTrials.gov,NCT02991495.Findings:Between Jan 29, 2019, and May 17, 2019, 303 participants were screened, and 250 participants were included and vaccinated; 126 participants were assigned to the fractional dose and 124 to the standard dose. 28 days after vaccination, 112 (96%, 95% CI 90-99) of 117 participants in the fractional dose group and 115 (98%, 94-100) of 117 in the standard dose group seroconverted by PRNT50. The difference in seroconversion between the fractional dose and the standard dose was -3% (95% CI -7 to 2). Fractional dosing therefore met the non-inferiority criterion, and non-inferiority was maintained for 1 year. The most common adverse events were headache (n=31 [12%]), fatigue (n=23 [9%]), myalgia (n=23 [9%]), and cough (n=14 [6%]). Reported adverse events were either mild (182 [97%] of 187 adverse events) or moderate (5 [3%]) and were self-limiting.Interpretation:Fractional doses of the 17D-213 yellow fever vaccine were sufficiently immunogenic and safe demonstrating non-inferiority to the standard vaccine dose in HIV-infected individuals with CD4+T cell counts of at least 200 cells per mL. These results provide confidence that fractional dose recommendations are applicable to populations with high HIV prevalence.Funding:Wellcome Trust, Médecins Sans Frontières Foundation, and the UK Department for International Development."
https://pubmed.ncbi.nlm.nih.gov/37116527,"Background:Single-occupancy isolation rooms are a finite resource in UK hospitals but are crucial in preventing transmission of infection. Patients with suspected gastroenteritis are nursed in single-occupancy rooms, but delays in laboratory testing lead to non-infectious patients remaining isolated for prolonged periods unnecessarily. Rapid molecular test panels for gastrointestinal pathogens have a run time of around 1 h but their clinical impact is unknown. We aimed to evaluate the clinical impact of syndromic molecular point-of-care testing (mPOCT) for gastrointestinal pathogens in adult patients presenting to hospital with suspected gastroenteritis on single-occupancy room use and a range of other outcome measures.Methods:In this pragmatic, open-label, randomised controlled trial, we enrolled adults hospitalised with suspected gastroenteritis in a large UK hospital. Patients were randomly allocated (1:1) to receive syndromic mPOCT of stool or rectal samples, or to routine clinical care (control) with laboratory testing. The primary outcome was the duration of time in single-occupancy rooms assessed on a modified intention-to-treat basis. Secondary outcomes included the time to results, time to de-isolation, antibiotic use, and safety outcomes. The study was registered with ISRCTN, ISRCTN88918395, and is complete.Findings:Between March 20, 2017 and March 17, 2020, from 455 patients assessed for eligibility, we enrolled 278 patients, 138 assigned to mPOCT (one withdrawal) and 140 to the control group. The duration (geometric mean) of single-occupancy room isolation was 1·8 days (95% CI 1·5-2·2) in the mPOCT group compared with 2·6 days (2·2-3·0) in the control group (exponentiated coefficient 0·70 [95% CI 0·56 to 0·87]; p=0·0017). The median (IQR) time to results was 1·7 h (1·5-2·0) for mPOCT and 44·7 h (21·2-66·1) for the control group (p<0·0001). Time to de-isolation was 0·6 days (0·3-1·8) in the mPOCT group compared with 2·2 days (1·2-3·2) in the control group, (p<0·0001). Antibiotics were given in 89 (65%) of 137 in the mPOCT group and 66 (47%) of 140 in the control group (p=0·0028). There were no differences between groups in length of hospital stay, or in safety outcomes including mortality, intensive care unit admission, or readmission to hospital.Interpretation:mPOCT for gastrointestinal pathogens in patients with suspected gastroenteritis returned results more rapidly than conventional testing and was associated with a reduction in single-occupancy room use. However, these benefits need to be balanced against a potential increase in antibiotic use.Funding:University Hospital Southampton NHS Foundation Trust."
https://pubmed.ncbi.nlm.nih.gov/37100061,"Background:Meglumine antimoniate (MA) remains the main treatment for cutaneous leishmaniasis (CL). Uncontrolled studies suggest that intralesional MA (IL-MA) may be noninferior and safer than systemic MA (S-MA).Methods:Multicenter, randomized, controlled, open-label, phase 3 clinical trial to evaluate the efficacy and toxicity of IL-MA in 3 infiltrations at 14-day intervals compared with S-MA (10-20 mg Sb5+/kg/day, 20 days) for CL, with noninferiority margin of 20%. Primary and secondary outcomes were definitive cure at day 180 and epithelialization rate at day 90 of treatment, respectively. A 2-year follow-up was performed to assess relapses and emergence of mucosal lesions. Adverse events (AEs) were monitored according to the Division of AIDS AE grading system.Results:We evaluated 135 patients. The cure rates (95% confidence interval) for IL-MA and S-MA treatment were, respectively, 82.8% (70.5-91.4) and 67.8% (53.3-78.3) per protocol (PP) and 70.6% (58.3-81.0) and 59.7% (47.0-71.5) per intention to treat (ITT). The epithelialization rates of the IL-MA and S-MA treatment were, respectively, 79.3% (66.6-88 + 8) and 71.2% (57.9-82.2) PP and 69.1% (55.2-78.5) and 64.2% (50.0-74.2) ITT. AEs in the IL-MA and S-MA groups were, respectively, clinical, 45.6% and 80.6%; laboratory, 26.5% and 73.1%; and electrocardiogram, 8.8% and 25.4%. Ten participants in the S-MA group and 1 in the IL-MA group were discontinued due to severe or persistent AEs.Conclusions:IL-MA provides a similar cure rate and results in less toxicity compared with S-MA and may be used as first-line therapy for CL patients.Clinical trials registration:REBEC: RBR-6mk5n4."
https://pubmed.ncbi.nlm.nih.gov/37088096,"Background:Bivalent mRNA-based COVID-19 vaccines encoding the ancestral and omicron spike (S) protein were developed as a countermeasure against antigenically distinct SARS-CoV-2 variants. We aimed to assess the (variant-specific) immunogenicity and reactogenicity of mRNA-based bivalent omicron (BA.1) vaccines in individuals who were primed with adenovirus-based or mRNA-based vaccines encoding the ancestral spike protein.Methods:We analysed results of the direct boost group of the SWITCH ON study, an open-label, multicentre, randomised controlled trial. Health-care workers from four academic hospitals in the Netherlands aged 18-65 years who had completed a primary COVID-19 vaccination regimen and received one booster of an mRNA-based vaccine, given no later than 3 months previously, were eligible. Participants were randomly assigned (1:1) using computer software in block sizes of 16 and 24 to receive an omicron BA.1 bivalent booster straight away (direct boost group) or a bivalent omicron BA.5 booster, postponed for 90 days (postponed boost group), stratified by priming regimen. The BNT162b2 OMI BA.1 boost was given to participants younger than 45 years, and the mRNA-1273.214 boost was given to participants 45 years or older, as per Dutch guidelines. The direct boost group, whose results are presented here, were divided into four subgroups for analysis: (1) Ad26.COV2.S (Johnson & Johnson) prime and BNT162b2 OMI BA.1 (BioNTech-Pfizer) boost (Ad/P), (2) mRNA-based prime and BNT162b2 OMI BA.1 boost (mRNA/P), (3) Ad26.COV2.S prime and mRNA-1273.214 (Moderna) boost (Ad/M), and (4) mRNA-based prime and mRNA-1273.214 boost (mRNA/M). The primary outcome was fold change in S protein S1 subunit-specific IgG antibodies before and 28 days after booster vaccination. The primary outcome and safety were assessed in all participants except those who withdrew, had a SARS-CoV-2 breakthrough infection, or had a missing blood sample at day 0 or day 28. This trial is registered with ClinicalTrials.gov,NCT05471440.Findings:Between Sept 2 and Oct 4, 2022, 219 (50%) of 434 eligible participants were randomly assigned to the direct boost group; 187 participants were included in the primary analyses; exclusions were mainly due to SARS-CoV-2 infection between days 0 and 28. From the 187 included participants, 138 (74%) were female and 49 (26%) were male. 42 (22%) of 187 participants received Ad/P and 44 (24%) mRNA/P (those aged <45 years), and 45 (24%) had received Ad/M and 56 (30%) mRNA/M (those aged ≥45 years). S1-specific binding antibody concentrations increased 7 days after bivalent booster vaccination and remained stable over 28 days in all four subgroups (geometric mean ratio [GMR] between day 0 and day 28 was 1·15 [95% CI 1·12-1·19] for the Ad/P group, 1·17 [1·14-1·20] for the mRNA/P group, 1·20 [1·17-1·23] for the Ad/M group, and 1·16 [1·13-1·19] for the mRNA/M group). We observed no significant difference in the GMR between the Ad/P and mRNA/P groups (p=0·51). The GMR appeared to be higher in the Ad/M group than in the mRNA/M group, but was not significant (p=0·073). Most side-effects were mild to moderate in severity and resolved within 48 h in most individuals.Interpretation:Booster vaccination with mRNA-1273.214 or BNT162b2 OMI BA.1 in adult healthcare workers resulted in a rapid recall of humoral and cellular immune responses independent of the priming regimen. Monitoring of SARS-CoV-2 immunity at the population level, and simultaneously antigenic drift at the virus level, remains crucial to assess the necessity and timing of COVID-19 variant-specific booster vaccinations.Funding:The Netherlands Organization for Health Research and Development (ZonMw)."
https://pubmed.ncbi.nlm.nih.gov/37021692,"Background:Current guidelines recommend annual community-wide mass administration of azithromycin for trachoma. Targeting treatments to those most likely to be infected could reduce the amount of unnecessary antibiotics distributed.Methods:In a cluster-randomized trial conducted from 1 November 2010 through 8 November 2013, 48 Ethiopian communities previously treated with annual mass azithromycin distributions for trachoma were randomized in equal numbers to (1) annual azithromycin distributions targeted to children aged 0-5 years, (2) annual azithromycin distributions targeted to households with a child aged 0-5 years found to have clinically active trachoma, (3) continued annual mass azithromycin distributions to the entire community, or (4) cessation of treatment. The primary outcome was the community prevalence of ocular chlamydia infection among children aged 0-9 years at month 36. Laboratory personnel were masked to treatment allocation.Results:The prevalence of ocular chlamydia infection among children aged 0-9 years increased from 4.3% (95% confidence interval [CI], .9%-8.6%) at baseline to 8.7% (95% CI, 4.2%-13.9%) at month 36 in the age-targeted arm, and from 2.8% (95% CI, .8%-5.3%) at baseline to 6.3% (95% CI, 2.9%-10.6%) at month 36 in the household-targeted arm. After adjusting for baseline chlamydia prevalence, the 36-month prevalence of ocular chlamydia was 2.4 percentage points greater in the age-targeted group (95% CI, -4.8% to 9.6%; P = .50; prespecified primary analysis). No adverse events were reported.Conclusions:Targeting azithromycin treatment to preschool children was no different than targeting azithromycin to households with a child with clinically active trachoma. Neither approach reduced ocular chlamydia over the 3-year study.Clinical trials registration:NCT01202331."
https://pubmed.ncbi.nlm.nih.gov/37622677,"Background:Device-detected atrial high-rate episodes (AHREs) are atrial arrhythmias detected by implanted cardiac devices. AHREs resemble atrial fibrillation but are rare and brief. Whether the occurrence of AHREs in patients without atrial fibrillation (as documented on a conventional electrocardiogram [ECG]) justifies the initiation of anticoagulants is not known.Methods:We conducted an event-driven, double-blind, double-dummy, randomized trial involving patients 65 years of age or older who had AHREs lasting for at least 6 minutes and who had at least one additional risk factor for stroke. Patients were randomly assigned in a 1:1 ratio to receive edoxaban or placebo. The primary efficacy outcome was a composite of cardiovascular death, stroke, or systemic embolism, evaluated in a time-to-event analysis. The safety outcome was a composite of death from any cause or major bleeding.Results:The analysis population consisted of 2536 patients (1270 in the edoxaban group and 1266 in the placebo group). The mean age was 78 years, 37.4% were women, and the median duration of AHREs was 2.8 hours. The trial was terminated early, at a median follow-up of 21 months, on the basis of safety concerns and the results of an independent, informal assessment of futility for the efficacy of edoxaban; at termination, the planned enrollment had been completed. A primary efficacy outcome event occurred in 83 patients (3.2% per patient-year) in the edoxaban group and in 101 patients (4.0% per patient-year) in the placebo group (hazard ratio, 0.81; 95% confidence interval [CI], 0.60 to 1.08; P = 0.15). The incidence of stroke was approximately 1% per patient-year in both groups. A safety outcome event occurred in 149 patients (5.9% per patient-year) in the edoxaban group and in 114 patients (4.5% per patient-year) in the placebo group (hazard ratio, 1.31; 95% CI, 1.02 to 1.67; P = 0.03). ECG-diagnosed atrial fibrillation developed in 462 of 2536 patients (18.2% total, 8.7% per patient-year).Conclusions:Among patients with AHREs detected by implantable devices, anticoagulation with edoxaban did not significantly reduce the incidence of a composite of cardiovascular death, stroke, or systemic embolism as compared with placebo, but it led to a higher incidence of a composite of death or major bleeding. The incidence of stroke was low in both groups. (Funded by the German Center for Cardiovascular Research and others; NOAH-AFNET 6 ClinicalTrials.gov number,NCT02618577; ISRCTN number, ISRCTN17309850.)."
https://pubmed.ncbi.nlm.nih.gov/37754283,"Background:Randomized, controlled trials have shown both benefit and harm from tight blood-glucose control in patients in the intensive care unit (ICU). Variation in the use of early parenteral nutrition and in insulin-induced severe hypoglycemia might explain this inconsistency.Methods:We randomly assigned patients, on ICU admission, to liberal glucose control (insulin initiated only when the blood-glucose level was >215 mg per deciliter [>11.9 mmol per liter]) or to tight glucose control (blood-glucose level targeted with the use of the LOGIC-Insulin algorithm at 80 to 110 mg per deciliter [4.4 to 6.1 mmol per liter]); parenteral nutrition was withheld in both groups for 1 week. Protocol adherence was determined according to glucose metrics. The primary outcome was the length of time that ICU care was needed, calculated on the basis of time to discharge alive from the ICU, with death accounted for as a competing risk; 90-day mortality was the safety outcome.Results:Of 9230 patients who underwent randomization, 4622 were assigned to liberal glucose control and 4608 to tight glucose control. The median morning blood-glucose level was 140 mg per deciliter (interquartile range, 122 to 161) with liberal glucose control and 107 mg per deciliter (interquartile range, 98 to 117) with tight glucose control. Severe hypoglycemia occurred in 31 patients (0.7%) in the liberal-control group and 47 patients (1.0%) in the tight-control group. The length of time that ICU care was needed was similar in the two groups (hazard ratio for earlier discharge alive with tight glucose control, 1.00; 95% confidence interval, 0.96 to 1.04; P = 0.94). Mortality at 90 days was also similar (10.1% with liberal glucose control and 10.5% with tight glucose control, P = 0.51). Analyses of eight prespecified secondary outcomes suggested that the incidence of new infections, the duration of respiratory and hemodynamic support, the time to discharge alive from the hospital, and mortality in the ICU and hospital were similar in the two groups, whereas severe acute kidney injury and cholestatic liver dysfunction appeared less prevalent with tight glucose control.Conclusions:In critically ill patients who were not receiving early parenteral nutrition, tight glucose control did not affect the length of time that ICU care was needed or mortality. (Funded by the Research Foundation-Flanders and others; TGC-Fast ClinicalTrials.gov number,NCT03665207.)."
https://pubmed.ncbi.nlm.nih.gov/37748181,"Background:Inadequate dose titration and poor adherence to basal insulin can lead to suboptimal glycemic control in persons with type 2 diabetes (T2D). Once-weekly insulin icodec (icodec) is a basal insulin analogue that is in development and is aimed at reducing treatment burden.Objective:To compare the effectiveness and safety of icodec titrated with a dosing guide app (icodec with app) versus once-daily basal insulin analogues (OD analogues) dosed per standard practice.Design:52-week, randomized, open-label, parallel-group, phase 3a trial with real-world elements. (ClinicalTrials.gov:NCT04760626).Setting:176 sites in 7 countries.Participants:1085 insulin-naive adults with T2D.Intervention:Icodec with app or OD analogue (insulin degludec, insulin glargine U100, or insulin glargine U300).Measurements:The primary outcome was change in glycated hemoglobin (HbA1c) level from baseline to week 52. Secondary outcomes included patient-reported outcomes (Treatment Related Impact Measure for Diabetes [TRIM-D] compliance domain score and change in Diabetes Treatment Satisfaction Questionnaire [DTSQ] total treatment satisfaction score).Results:The estimated mean change in HbA1clevel from baseline to week 52 was greater with icodec with app than with OD analogues, with noninferiority (P< 0.001) and superiority (P= 0.009) confirmed in prespecified hierarchical testing (estimated treatment difference [ETD], -0.38 percentage points [95% CI, -0.66 to -0.09 percentage points]). At week 52, patient-reported outcomes were more favorable with icodec with app than with OD analogues (ETDs, 3.04 [CI, 1.28 to 4.81] for TRIM-D and 0.78 [CI, 0.10 to 1.47] for DTSQ). Rates of clinically significant or severe hypoglycemia were low and similar with both treatments.Limitation:Inability to differentiate the effects of icodec and the dosing guide app.Conclusion:Compared with OD analogues, icodec with app showed superior HbA1creduction and improved treatment satisfaction and compliance with similarly low hypoglycemia rates.Primary funding source:Novo Nordisk A/S."
https://pubmed.ncbi.nlm.nih.gov/37738676,"Background:The use of assays detecting cytomegalovirus (CMV)-specific T cell-mediated immunity may individualize the duration of antiviral prophylaxis after transplantation.Methods:In this randomized trial, kidney and liver transplant recipients from 6 centers in Switzerland were enrolled if they were CMV-seronegative with seropositive donors or CMV-seropositive receiving antithymocyte globulins. Patients were randomized to a duration of antiviral prophylaxis based on immune monitoring (intervention) or a fixed duration (control). Patients in the control group were planned to receive 180 days (CMV-seronegative) or 90 days (CMV-seropositive) of valganciclovir. Patients were assessed monthly with a CMV ELISpot assay (T-Track CMV); prophylaxis in the intervention group was stopped if the assay was positive. The co-primary outcomes were the proportion of patients with clinically significant CMV infection and reduction in days of prophylaxis. Between-group differences were adjusted for CMV serostatus.Results:Overall, 193 patients were randomized (92 in the immune-monitoring group and 101 in the control group), of whom 185 had evaluation of the primary outcome (87 and 98 patients). CMV infection occurred in 26 of 87 (adjusted percentage, 30.9%) in the immune-monitoring group and in 32 of 98 (adjusted percentage, 31.1%) in the control group (adjusted risk difference, -0.1; 95% confidence interval [CI], -13.0% to 12.7%; P = .064). The duration of prophylaxis was shorter in the immune-monitoring group (adjusted difference, -26.0 days; 95%, CI, -41.1 to -10.8 days; P < .001).Conclusions:Immune monitoring resulted in a significant reduction of antiviral prophylaxis, but we were unable to establish noninferiority of this approach on the co-primary outcome of CMV infection.Clinical trials registration:NCT02538172."
https://pubmed.ncbi.nlm.nih.gov/37734752,"Objective:To report the efficacy, safety, and exploratory immunogenicity findings of two 5 µg doses of the BIV1-CovIran vaccine.Design:Randomised, placebo controlled, double blind, multicentre, phase 3 clinical trial.Setting:In six cities of Iran, including Bushehr, Isfahan, Karaj, Mashhad, Shiraz, and Tehran. The first vaccine or placebo injection of the first participant was on 16 May 2021 in Tehran. The last vaccine or placebo injection of the last participant occurred on 15 July 2021 in Isfahan.Participants:20 000 participants aged 18-75 years were randomly assigned to the intervention or placebo groups with a ratio of 2:1.Intervention:5 µg vaccine or placebo with the interval of 28 days.Main outcome measures:Vaccine efficacy for a 90 day follow-up period, safety and explanatory immunogenicity assessment, and variant detection during the trial.Results:20 000 participants were recruited and randomly assigned to receive BIV1-CovIran (n=13 335 (66.7%)) or placebo (n=6665 (33.3%)). Participants' mean age was 38.3 (standard deviation 11.2) years, and 6913 (34.6%) were female. Among vaccinated participants that had covid-19 reported during the follow-up (median 83 days), 758 (5.9%) had symptoms, 144 (1.1%) had severe infection, and seven (0.1%) were critical. Among participants who received placebo during the follow-up, 688 (10.7%) had symptoms, 221 (3.4%) had severe infection, and 19 (0.3%) were critical. Overall efficacy was 50.2% (95% confidence interval 44.7% to 55.0%) against symptomatic covid-19, 70.5% (63.7% to 76.1%) against severe disease, and 83.1% (61.2% to 93.5%) against critical cases. Two deaths were reported in the efficacy population in the placebo group, no deaths were from the intervention group. During follow-up, 41 922 adverse events were reported: 28 782 (68.7%) were adverse reactions, of which 19 363 (67.3%) were in the intervention group. Most adverse reactions were mild or moderate in severity (grade 1 or 2) and self-limiting. No serious adverse events were related to the injections. For variant investigation, of 119 participants positive for the SARS-CoV-2 variant, 106 (89.1%) were positive for the delta variant.Conclusions:A two dose regimen of the BIV1-CovIran vaccine conferred efficacy of 50.2% against symptomatic covid-19, 70.5% against severe disease, and 83.1% against critical disease. Vaccination was well tolerated, with no safety concerns raised.Trial registration:Iranian Registry of Clinical Trials, IRCT20201202049567N3.Funding:Shifa-Pharmed Industrial Group."
https://pubmed.ncbi.nlm.nih.gov/37733308,"Background:The effectiveness of inhaled glucocorticoids in shortening the time to symptom resolution or preventing hospitalization or death among outpatients with mild-to-moderate coronavirus disease 2019 (Covid-19) is unclear.Methods:We conducted a decentralized, double-blind, randomized, placebo-controlled platform trial in the United States to assess the use of repurposed medications in outpatients with confirmed coronavirus disease 2019 (Covid-19). Nonhospitalized adults 30 years of age or older who had at least two symptoms of acute infection that had been present for no more than 7 days before enrollment were randomly assigned to receive inhaled fluticasone furoate at a dose of 200 μg once daily for 14 days or placebo. The primary outcome was the time to sustained recovery, defined as the third of 3 consecutive days without symptoms. Key secondary outcomes included hospitalization or death by day 28 and a composite outcome of the need for an urgent-care or emergency department visit or hospitalization or death through day 28.Results:Of the 1407 enrolled participants who underwent randomization, 715 were assigned to receive inhaled fluticasone furoate and 692 to receive placebo, and 656 and 621, respectively, were included in the analysis. There was no evidence that the use of fluticasone furoate resulted in a shorter time to recovery than placebo (hazard ratio, 1.01; 95% credible interval, 0.91 to 1.12; posterior probability of benefit [defined as a hazard ratio >1], 0.56). A total of 24 participants (3.7%) in the fluticasone furoate group had urgent-care or emergency department visits or were hospitalized, as compared with 13 participants (2.1%) in the placebo group (hazard ratio, 1.9; 95% credible interval, 0.8 to 3.5). Three participants in each group were hospitalized, and no deaths occurred. Adverse events were uncommon in both groups.Conclusions:Treatment with inhaled fluticasone furoate for 14 days did not result in a shorter time to recovery than placebo among outpatients with Covid-19 in the United States. (Funded by the National Center for Advancing Translational Sciences and others; ACTIV-6 ClinicalTrials.gov number,NCT04885530.)."
https://pubmed.ncbi.nlm.nih.gov/37709999,"This multi-site, randomized, double-blind, confirmatory phase 3 study evaluated the efficacy and safety of 3,4-methylenedioxymethamphetamine-assisted therapy (MDMA-AT) versus placebo with identical therapy in participants with moderate to severe post-traumatic stress disorder (PTSD). Changes in Clinician-Administered PTSD Scale for DSM-5 (CAPS-5) total severity score (primary endpoint) and Sheehan Disability Scale (SDS) functional impairment score (key secondary endpoint) were assessed by blinded independent assessors. Participants were randomized to MDMA-AT (n = 53) or placebo with therapy (n = 51). Overall, 26.9% (28/104) of participants had moderate PTSD, and 73.1% (76/104) of participants had severe PTSD. Participants were ethnoracially diverse: 28 of 104 (26.9%) identified as Hispanic/Latino, and 35 of 104 (33.7%) identified as other than White. Least squares (LS) mean change in CAPS-5 score (95% confidence interval (CI)) was -23.7 (-26.94, -20.44) for MDMA-AT versus -14.8 (-18.28, -11.28) for placebo with therapy (P < 0.001, d = 0.7). LS mean change in SDS score (95% CI) was -3.3 (-4.03, -2.60) for MDMA-AT versus -2.1 (-2.89, -1.33) for placebo with therapy (P = 0.03, d = 0.4). Seven participants had a severe treatment emergent adverse event (TEAE) (MDMA-AT, n = 5 (9.4%); placebo with therapy, n = 2 (3.9%)). There were no deaths or serious TEAEs. These data suggest that MDMA-AT reduced PTSD symptoms and functional impairment in a diverse population with moderate to severe PTSD and was generally well tolerated. ClinicalTrials.gov identifier:NCT04077437."
